task_file,concept_group,task_number,is_minimal_task,test_input_index,humans_solved,humans_failed,human_attempts,human_accuracy,kaggle_first_place_correct,kaggle_second_place_correct,gpt4_temp0_correct,gpt4_temp05_correct,n_machine_solvers_correct,human_minus_best_machine
CompleteShape3.json,CompleteShape,3,0,0,9,0,9,1.0,1,1,0,0,2,0.0
CompleteShape3.json,CompleteShape,3,0,1,8,0,8,1.0,0,0,0,0,0,1.0
CompleteShape3.json,CompleteShape,3,0,2,8,0,8,1.0,0,0,0,0,0,1.0
CompleteShape4.json,CompleteShape,4,0,0,1,7,8,0.125,1,0,0,0,1,-0.875
CompleteShape4.json,CompleteShape,4,0,1,3,5,8,0.375,1,0,0,0,1,-0.625
CompleteShape4.json,CompleteShape,4,0,2,3,5,8,0.375,1,0,0,0,1,-0.625
CompleteShape5.json,CompleteShape,5,0,0,8,0,8,1.0,0,1,0,0,1,0.0
CompleteShape5.json,CompleteShape,5,0,1,8,2,10,0.8,0,0,0,0,0,0.8
CompleteShape5.json,CompleteShape,5,0,2,8,0,8,1.0,0,0,0,0,0,1.0
CompleteShape6.json,CompleteShape,6,0,0,9,0,9,1.0,1,0,1,1,3,0.0
CompleteShape6.json,CompleteShape,6,0,1,8,0,8,1.0,1,0,0,0,1,0.0
CompleteShape6.json,CompleteShape,6,0,2,9,0,9,1.0,1,0,0,0,1,0.0
CompleteShape7.json,CompleteShape,7,0,0,8,0,8,1.0,0,1,0,0,1,0.0
CompleteShape7.json,CompleteShape,7,0,1,7,1,8,0.875,0,1,0,0,1,-0.125
CompleteShape7.json,CompleteShape,7,0,2,6,2,8,0.75,0,1,1,1,3,-0.25
CompleteShape8.json,CompleteShape,8,0,0,6,2,8,0.75,0,0,0,0,0,0.75
CompleteShape8.json,CompleteShape,8,0,1,7,1,8,0.875,0,0,0,0,0,0.875
CompleteShape8.json,CompleteShape,8,0,2,5,6,11,0.4545,0,0,0,0,0,0.4545
CompleteShape9.json,CompleteShape,9,0,0,8,0,8,1.0,1,1,1,1,4,0.0
CompleteShape9.json,CompleteShape,9,0,1,9,0,9,1.0,0,0,0,0,0,1.0
CompleteShape9.json,CompleteShape,9,0,2,8,0,8,1.0,1,1,0,0,2,0.0
CompleteShapeMinimal.json,CompleteShape,,1,0,18,0,18,1.0,1,0,0,0,1,0.0
CompleteShapeMinimal.json,CompleteShape,,1,1,24,0,24,1.0,1,0,1,1,3,0.0
CompleteShapeMinimal.json,CompleteShape,,1,2,18,7,25,0.72,1,1,1,1,4,-0.28
Copy1.json,Copy,1,0,0,8,0,8,1.0,1,1,1,1,4,0.0
Copy1.json,Copy,1,0,1,7,1,8,0.875,1,1,1,1,4,-0.125
Copy1.json,Copy,1,0,2,8,0,8,1.0,1,1,1,1,4,0.0
Copy10.json,Copy,10,0,0,10,0,10,1.0,1,1,0,0,2,0.0
Copy10.json,Copy,10,0,1,9,0,9,1.0,0,0,0,0,0,1.0
Copy10.json,Copy,10,0,2,7,1,8,0.875,0,0,0,0,0,0.875
Copy2.json,Copy,2,0,0,13,1,14,0.9286,0,1,0,0,1,-0.0714
Copy2.json,Copy,2,0,1,9,0,9,1.0,0,0,0,0,0,1.0
Copy2.json,Copy,2,0,2,8,0,8,1.0,0,0,0,0,0,1.0
Copy3.json,Copy,3,0,0,10,2,12,0.8333,0,0,0,0,0,0.8333
Copy3.json,Copy,3,0,1,8,0,8,1.0,0,0,0,0,0,1.0
Copy3.json,Copy,3,0,2,6,2,8,0.75,0,0,0,0,0,0.75
Copy4.json,Copy,4,0,0,7,1,8,0.875,0,0,0,0,0,0.875
Copy4.json,Copy,4,0,1,8,0,8,1.0,0,1,0,0,1,0.0
Copy4.json,Copy,4,0,2,8,0,8,1.0,0,0,0,1,1,0.0
Copy5.json,Copy,5,0,0,9,0,9,1.0,0,0,1,1,2,0.0
Copy5.json,Copy,5,0,1,8,0,8,1.0,0,0,0,0,0,1.0
Copy5.json,Copy,5,0,2,6,2,8,0.75,0,0,1,1,2,-0.25
Copy6.json,Copy,6,0,0,8,0,8,1.0,1,0,1,1,3,0.0
Copy6.json,Copy,6,0,1,8,0,8,1.0,0,0,0,0,0,1.0
Copy6.json,Copy,6,0,2,7,1,8,0.875,0,0,1,1,2,-0.125
Copy7.json,Copy,7,0,0,8,0,8,1.0,0,0,0,0,0,1.0
Copy7.json,Copy,7,0,1,8,0,8,1.0,0,0,0,0,0,1.0
Copy7.json,Copy,7,0,2,10,0,10,1.0,0,0,0,0,0,1.0
Copy8.json,Copy,8,0,0,8,0,8,1.0,1,0,0,0,1,0.0
Copy8.json,Copy,8,0,1,8,0,8,1.0,0,1,0,0,1,0.0
Copy8.json,Copy,8,0,2,10,0,10,1.0,1,1,0,0,2,0.0
Copy9.json,Copy,9,0,0,6,2,8,0.75,0,0,0,0,0,0.75
Copy9.json,Copy,9,0,1,9,4,13,0.6923,0,0,0,0,0,0.6923
Copy9.json,Copy,9,0,2,7,1,8,0.875,0,0,0,0,0,0.875
CopyMinimal.json,Copy,,1,0,29,0,29,1.0,1,1,0,0,2,0.0
CopyMinimal.json,Copy,,1,1,35,0,35,1.0,1,1,0,1,3,0.0
CopyMinimal.json,Copy,,1,2,25,0,25,1.0,1,1,1,0,3,0.0
Count1.json,Count,1,0,0,13,0,13,1.0,0,1,0,0,1,0.0
Count1.json,Count,1,0,1,8,0,8,1.0,1,0,0,0,1,0.0
Count1.json,Count,1,0,2,7,1,8,0.875,1,0,0,0,1,-0.125
Count10.json,Count,10,0,0,6,2,8,0.75,1,0,0,0,1,-0.25
Count10.json,Count,10,0,1,5,4,9,0.5556,0,0,0,0,0,0.5556
Count10.json,Count,10,0,2,6,2,8,0.75,0,0,0,0,0,0.75
Count2.json,Count,2,0,0,15,1,16,0.9375,0,0,0,0,0,0.9375
Count2.json,Count,2,0,1,9,0,9,1.0,0,0,1,0,1,0.0
Count2.json,Count,2,0,2,8,0,8,1.0,0,0,0,0,0,1.0
Count3.json,Count,3,0,0,7,1,8,0.875,1,1,0,0,2,-0.125
Count3.json,Count,3,0,1,5,3,8,0.625,0,0,1,1,2,-0.375
Count3.json,Count,3,0,2,7,1,8,0.875,1,1,1,1,4,-0.125
Count4.json,Count,4,0,0,8,1,9,0.8889,1,0,0,1,2,-0.1111
Count4.json,Count,4,0,1,14,2,16,0.875,1,1,0,0,2,-0.125
Count4.json,Count,4,0,2,9,1,10,0.9,1,0,0,0,1,-0.1
Count5.json,Count,5,0,0,8,0,8,1.0,1,0,0,0,1,0.0
Count5.json,Count,5,0,1,7,1,8,0.875,1,1,0,0,2,-0.125
Count5.json,Count,5,0,2,9,0,9,1.0,1,1,0,0,2,0.0
Count6.json,Count,6,0,0,10,2,12,0.8333,1,1,0,0,2,-0.1667
Count6.json,Count,6,0,1,9,0,9,1.0,0,0,0,0,0,1.0
Count6.json,Count,6,0,2,8,0,8,1.0,1,0,0,0,1,0.0
Count7.json,Count,7,0,0,8,0,8,1.0,1,1,0,0,2,0.0
Count7.json,Count,7,0,1,8,0,8,1.0,0,1,0,0,1,0.0
Count7.json,Count,7,0,2,8,0,8,1.0,1,1,0,0,2,0.0
Count8.json,Count,8,0,0,8,0,8,1.0,0,1,0,1,2,0.0
Count8.json,Count,8,0,1,8,0,8,1.0,1,0,0,0,1,0.0
Count8.json,Count,8,0,2,9,0,9,1.0,0,1,1,1,3,0.0
Count9.json,Count,9,0,0,6,2,8,0.75,0,0,0,0,0,0.75
Count9.json,Count,9,0,1,6,3,9,0.6667,1,0,0,0,1,-0.3333
Count9.json,Count,9,0,2,3,5,8,0.375,1,0,0,0,1,-0.625
CountMinimal.json,Count,,1,0,23,1,24,0.9583,1,1,0,0,2,-0.0417
CountMinimal.json,Count,,1,1,22,1,23,0.9565,,,,,,
CountMinimal.json,Count,,1,2,21,0,21,1.0,,,,,,
ExtendToBoundary1.json,ExtendToBoundary,1,0,0,8,0,8,1.0,1,0,0,0,1,0.0
ExtendToBoundary1.json,ExtendToBoundary,1,0,1,8,0,8,1.0,1,1,0,0,2,0.0
ExtendToBoundary1.json,ExtendToBoundary,1,0,2,10,0,10,1.0,0,0,0,0,0,1.0
ExtendToBoundary10.json,ExtendToBoundary,10,0,0,8,0,8,1.0,1,0,0,0,1,0.0
ExtendToBoundary10.json,ExtendToBoundary,10,0,1,8,0,8,1.0,1,0,0,0,1,0.0
ExtendToBoundary10.json,ExtendToBoundary,10,0,2,8,1,9,0.8889,1,0,0,0,1,-0.1111
ExtendToBoundary2.json,ExtendToBoundary,2,0,0,7,1,8,0.875,1,1,0,0,2,-0.125
ExtendToBoundary2.json,ExtendToBoundary,2,0,1,8,0,8,1.0,1,1,0,0,2,0.0
ExtendToBoundary2.json,ExtendToBoundary,2,0,2,10,0,10,1.0,1,1,0,0,2,0.0
ExtendToBoundary3.json,ExtendToBoundary,3,0,0,9,1,10,0.9,0,0,0,0,0,0.9
ExtendToBoundary3.json,ExtendToBoundary,3,0,1,6,1,7,0.8571,0,0,0,0,0,0.8571
ExtendToBoundary3.json,ExtendToBoundary,3,0,2,6,3,9,0.6667,0,0,0,0,0,0.6667
ExtendToBoundary4.json,ExtendToBoundary,4,0,0,7,1,8,0.875,1,0,1,1,3,-0.125
ExtendToBoundary4.json,ExtendToBoundary,4,0,1,8,0,8,1.0,1,0,0,0,1,0.0
ExtendToBoundary4.json,ExtendToBoundary,4,0,2,8,2,10,0.8,0,0,0,0,0,0.8
ExtendToBoundary5.json,ExtendToBoundary,5,0,0,8,0,8,1.0,1,1,0,0,2,0.0
ExtendToBoundary5.json,ExtendToBoundary,5,0,1,8,0,8,1.0,1,1,0,0,2,0.0
ExtendToBoundary5.json,ExtendToBoundary,5,0,2,8,0,8,1.0,1,1,1,1,4,0.0
ExtendToBoundary6.json,ExtendToBoundary,6,0,0,8,0,8,1.0,1,1,0,0,2,0.0
ExtendToBoundary6.json,ExtendToBoundary,6,0,1,8,0,8,1.0,1,1,0,1,3,0.0
ExtendToBoundary6.json,ExtendToBoundary,6,0,2,7,1,8,0.875,1,1,0,0,2,-0.125
ExtendToBoundary7.json,ExtendToBoundary,7,0,0,8,0,8,1.0,1,1,0,0,2,0.0
ExtendToBoundary7.json,ExtendToBoundary,7,0,1,8,1,9,0.8889,1,1,0,0,2,-0.1111
ExtendToBoundary7.json,ExtendToBoundary,7,0,2,7,1,8,0.875,1,1,0,0,2,-0.125
ExtendToBoundary8.json,ExtendToBoundary,8,0,0,8,0,8,1.0,1,0,0,0,1,0.0
ExtendToBoundary8.json,ExtendToBoundary,8,0,1,8,0,8,1.0,1,0,0,0,1,0.0
ExtendToBoundary8.json,ExtendToBoundary,8,0,2,8,1,9,0.8889,1,0,0,0,1,-0.1111
ExtendToBoundary9.json,ExtendToBoundary,9,0,0,6,2,8,0.75,1,1,0,0,2,-0.25
ExtendToBoundary9.json,ExtendToBoundary,9,0,1,7,1,8,0.875,0,0,0,0,0,0.875
ExtendToBoundary9.json,ExtendToBoundary,9,0,2,13,0,13,1.0,0,0,0,0,0,1.0
ExtendToBoundaryMinimal.json,ExtendToBoundary,,1,0,19,1,20,0.95,1,1,1,1,4,-0.05
ExtendToBoundaryMinimal.json,ExtendToBoundary,,1,1,16,0,16,1.0,1,1,0,0,2,0.0
ExtendToBoundaryMinimal.json,ExtendToBoundary,,1,2,22,0,22,1.0,1,1,1,1,4,0.0
ExtractObjects1.json,ExtractObjects,1,0,0,6,2,8,0.75,1,1,1,1,4,-0.25
ExtractObjects1.json,ExtractObjects,1,0,1,8,0,8,1.0,1,0,0,0,1,0.0
ExtractObjects1.json,ExtractObjects,1,0,2,5,3,8,0.625,0,1,0,0,1,-0.375
ExtractObjects10.json,ExtractObjects,10,0,0,9,0,9,1.0,1,1,0,1,3,0.0
ExtractObjects10.json,ExtractObjects,10,0,1,14,0,14,1.0,1,1,0,0,2,0.0
ExtractObjects10.json,ExtractObjects,10,0,2,7,1,8,0.875,1,1,0,0,2,-0.125
ExtractObjects2.json,ExtractObjects,2,0,0,12,0,12,1.0,1,1,0,0,2,0.0
ExtractObjects2.json,ExtractObjects,2,0,1,7,1,8,0.875,0,1,0,0,1,-0.125
ExtractObjects2.json,ExtractObjects,2,0,2,6,3,9,0.6667,0,0,0,0,0,0.6667
ExtractObjects3.json,ExtractObjects,3,0,0,8,0,8,1.0,0,1,0,0,1,0.0
ExtractObjects3.json,ExtractObjects,3,0,1,9,0,9,1.0,0,1,0,0,1,0.0
ExtractObjects3.json,ExtractObjects,3,0,2,8,0,8,1.0,0,1,0,0,1,0.0
ExtractObjects4.json,ExtractObjects,4,0,0,8,0,8,1.0,1,0,0,0,1,0.0
ExtractObjects4.json,ExtractObjects,4,0,1,9,0,9,1.0,0,0,0,0,0,1.0
ExtractObjects4.json,ExtractObjects,4,0,2,9,0,9,1.0,1,0,0,0,1,0.0
ExtractObjects5.json,ExtractObjects,5,0,0,8,0,8,1.0,0,0,0,0,0,1.0
ExtractObjects5.json,ExtractObjects,5,0,1,8,1,9,0.8889,0,0,0,0,0,0.8889
ExtractObjects5.json,ExtractObjects,5,0,2,7,1,8,0.875,0,0,0,0,0,0.875
ExtractObjects6.json,ExtractObjects,6,0,0,7,1,8,0.875,0,0,0,0,0,0.875
ExtractObjects6.json,ExtractObjects,6,0,1,4,4,8,0.5,1,0,0,0,1,-0.5
ExtractObjects6.json,ExtractObjects,6,0,2,3,5,8,0.375,0,0,0,0,0,0.375
ExtractObjects7.json,ExtractObjects,7,0,0,8,1,9,0.8889,0,0,0,0,0,0.8889
ExtractObjects7.json,ExtractObjects,7,0,1,8,0,8,1.0,0,0,0,0,0,1.0
ExtractObjects7.json,ExtractObjects,7,0,2,6,2,8,0.75,0,0,0,0,0,0.75
ExtractObjects8.json,ExtractObjects,8,0,0,6,2,8,0.75,0,0,0,0,0,0.75
ExtractObjects8.json,ExtractObjects,8,0,1,6,3,9,0.6667,1,0,0,0,1,-0.3333
ExtractObjects8.json,ExtractObjects,8,0,2,9,3,12,0.75,0,0,0,0,0,0.75
ExtractObjects9.json,ExtractObjects,9,0,0,8,0,8,1.0,1,1,0,0,2,0.0
ExtractObjects9.json,ExtractObjects,9,0,1,8,0,8,1.0,1,1,0,0,2,0.0
ExtractObjects9.json,ExtractObjects,9,0,2,7,2,9,0.7778,1,1,0,0,2,-0.2222
ExtractObjectsMinimal.json,ExtractObjects,,1,0,22,0,22,1.0,1,1,1,1,4,0.0
ExtractObjectsMinimal.json,ExtractObjects,,1,1,19,1,20,0.95,1,1,0,0,2,-0.05
ExtractObjectsMinimal.json,ExtractObjects,,1,2,16,0,16,1.0,1,1,0,0,2,0.0
FilledNotFilled1.json,FilledNotFilled,1,0,0,8,0,8,1.0,1,1,0,1,3,0.0
FilledNotFilled1.json,FilledNotFilled,1,0,1,7,1,8,0.875,1,1,0,0,2,-0.125
FilledNotFilled1.json,FilledNotFilled,1,0,2,7,1,8,0.875,1,1,1,1,4,-0.125
FilledNotFilled10.json,FilledNotFilled,10,0,0,8,0,8,1.0,0,0,0,1,1,0.0
FilledNotFilled10.json,FilledNotFilled,10,0,1,9,0,9,1.0,1,0,1,1,3,0.0
FilledNotFilled10.json,FilledNotFilled,10,0,2,8,0,8,1.0,1,0,0,0,1,0.0
FilledNotFilled2.json,FilledNotFilled,2,0,0,9,0,9,1.0,1,1,0,0,2,0.0
FilledNotFilled2.json,FilledNotFilled,2,0,1,7,1,8,0.875,1,1,0,0,2,-0.125
FilledNotFilled2.json,FilledNotFilled,2,0,2,8,0,8,1.0,1,1,0,1,3,0.0
FilledNotFilled3.json,FilledNotFilled,3,0,0,8,0,8,1.0,0,1,0,0,1,0.0
FilledNotFilled3.json,FilledNotFilled,3,0,1,8,0,8,1.0,0,1,0,0,1,0.0
FilledNotFilled3.json,FilledNotFilled,3,0,2,8,0,8,1.0,0,1,0,0,1,0.0
FilledNotFilled4.json,FilledNotFilled,4,0,0,8,0,8,1.0,1,1,0,0,2,0.0
FilledNotFilled4.json,FilledNotFilled,4,0,1,7,1,8,0.875,1,0,1,1,3,-0.125
FilledNotFilled4.json,FilledNotFilled,4,0,2,12,0,12,1.0,1,0,0,0,1,0.0
FilledNotFilled5.json,FilledNotFilled,5,0,0,8,0,8,1.0,1,0,0,0,1,0.0
FilledNotFilled5.json,FilledNotFilled,5,0,1,9,1,10,0.9,1,0,0,0,1,-0.1
FilledNotFilled5.json,FilledNotFilled,5,0,2,9,0,9,1.0,1,0,0,0,1,0.0
FilledNotFilled6.json,FilledNotFilled,6,0,0,8,0,8,1.0,1,1,0,0,2,0.0
FilledNotFilled6.json,FilledNotFilled,6,0,1,9,0,9,1.0,0,0,0,0,0,1.0
FilledNotFilled6.json,FilledNotFilled,6,0,2,8,0,8,1.0,1,0,0,0,1,0.0
FilledNotFilled7.json,FilledNotFilled,7,0,0,8,0,8,1.0,1,0,0,0,1,0.0
FilledNotFilled7.json,FilledNotFilled,7,0,1,8,0,8,1.0,1,0,0,0,1,0.0
FilledNotFilled7.json,FilledNotFilled,7,0,2,6,2,8,0.75,1,0,0,0,1,-0.25
FilledNotFilled8.json,FilledNotFilled,8,0,0,8,0,8,1.0,0,0,0,0,0,1.0
FilledNotFilled8.json,FilledNotFilled,8,0,1,10,0,10,1.0,0,0,0,0,0,1.0
FilledNotFilled8.json,FilledNotFilled,8,0,2,6,2,8,0.75,0,0,0,0,0,0.75
FilledNotFilled9.json,FilledNotFilled,9,0,0,7,1,8,0.875,1,1,1,1,4,-0.125
FilledNotFilled9.json,FilledNotFilled,9,0,1,8,0,8,1.0,1,1,1,1,4,0.0
FilledNotFilled9.json,FilledNotFilled,9,0,2,9,0,9,1.0,1,0,0,0,1,0.0
FilledNotFilledMinimal.json,FilledNotFilled,,1,0,14,0,14,1.0,1,0,1,1,3,0.0
FilledNotFilledMinimal.json,FilledNotFilled,,1,1,27,1,28,0.9643,1,0,1,1,3,-0.0357
FilledNotFilledMinimal.json,FilledNotFilled,,1,2,19,0,19,1.0,1,0,1,1,3,0.0
